,nominal__v_12,nominal__v_18,nominal__v_20,nominal__v_21,nominal__v_25,nominal__v_3,nominal__v_32,nominal__v_4,ordinal__v_0,ordinal__v_10,ordinal__v_13,ordinal__v_15,ordinal__v_17,ordinal__v_19,ordinal__v_22,ordinal__v_23,ordinal__v_24,ordinal__v_29,ordinal__v_31,ordinal__v_33,ordinal__v_5,ordinal__v_6,binary__v_1,binary__v_11,binary__v_14,binary__v_26,binary__v_27,binary__v_28,binary__v_30,binary__v_9,bin_literal,ord_norm,binary_sum,ratio__v_16,ratio__v_2,ratio__v_34,ratio__v_35,ratio__v_36,ratio__v_37,ratio__v_38,ratio__v_39,ratio__v_40,ratio__v_7,ratio__v_8
nominal__v_12,6.58678971321664,0.6949662253289944,-5.426511634135469,-0.013310912537854262,-1.8686508688058168,0.3694973877477615,-1.2955278930382577,-0.7202183158003479,-0.005433025525654768,-0.021535059275456063,-0.01290343562343002,-0.08807431766747281,0.01146483168142657,0.2737422258952546,0.5543981680756185,-0.0157557740243989,-0.00706293318335118,0.4698036649965854,-0.2912694723269611,-0.004945201050640029,-0.10192853275789154,0.24313363138452246,0.01208848179458181,0.029669293266683158,0.007261889047670852,0.0271058234764097,-0.024339571747502155,0.2906668656225318,-0.045874631022958634,-0.011342397303382651,0.01951801291405118,0.010812106188325742,0.04074796473343344,0.01575228506948747,-0.0027949047743243524,0.009089264651898446,0.015259707398642608,0.015934115264182848,-0.009048431502787143,0.021103350557044542,0.004475693356679411,0.011587402704979871,0.003920747914050371,-0.011703642486514652
nominal__v_18,0.6949662253289944,326.92549336696845,133.59374636655798,0.4309201219837516,172.90361778707953,199.53114201303805,-11.590031248399159,-7.73087988443555,-0.027621918389409687,-0.006898411987856864,-0.17723183948512888,-0.6858948156905624,-1.0800886628954305,0.8490566920059082,2.5944599294174338,-0.006382954753907719,-0.10262126476838111,0.9073520356096987,8.231539775974852,0.06565543522551501,-0.5582901358915313,1.9064618356526792,-0.15003270230739904,0.16508490377741925,-0.033304914103568416,0.6058114667872295,-0.028586939355234167,0.019266409767032512,-0.171441501130499,1.0784402625452199,0.0022447119537243464,0.04767110735576188,0.21217671228288568,0.2005651363703137,0.014854887826074636,0.01151514928220125,-0.0330617418518776,0.08863301980266869,-0.019883674413760054,-0.014252059046406368,0.1399549398390493,-0.008213974238434311,-0.009677247008517114,-0.051401324516074036
nominal__v_20,-5.426511634135469,133.59374636655798,901.6521120674179,0.6341677788852144,371.9495865820426,135.29598638427674,8.35428512883561,24.0895928440507,0.09388506175177658,-0.5701482029885458,-0.4409233932772882,-0.7650201580976456,2.354037496803633,-0.14092175656772268,0.8882172002871298,0.050597707203711685,-0.23368939206017306,0.9523203121396442,15.360225109207848,-0.12165577192005472,-0.37512915657804957,0.3537756232728195,-0.25029582994034943,-0.0397618396275448,-0.10228414510939493,0.07078322504480156,0.10533480169563227,-0.22755343165919226,-1.1157021877280335,1.9448031389113656,-0.14540126102324644,0.04307673575118453,0.05504624736961169,-0.07655665470629987,0.12326022594921235,0.15603686389536547,-0.049546641283146606,0.21336356650346408,0.07263459386561676,-0.013689780151028215,0.009501132023246003,-0.14875218203902846,-0.31957088243244647,0.007023538788564266
nominal__v_21,-0.013310912537854262,0.4309201219837516,0.6341677788852144,0.04314068836603486,0.8532651611914487,0.200470352068982,0.7807489370421608,0.043855951703038326,-0.0008332339616810143,-0.012297002844686242,-0.0015178887041745093,-0.03742899709452182,-0.014989283803525948,-0.02878143146618782,-0.038427389930750094,-0.0005722106696033832,-0.0010832041501853224,-0.053047670122674806,0.643461738512905,-0.008907101002622726,-0.01557956204627805,-0.02119496378089259,-0.010594187215342703,-0.02070607650745744,-0.0005832637731767074,0.0003165013696283356,-0.0021606691888998884,-0.0006040946222187356,0.0027033340624130426,-0.00528572166457188,-0.010644808095719837,-0.0007411317470337248,-0.005273453934232267,-0.0005131171532254475,1.3317257838050957e-05,0.0009019852106167699,0.0001967945097748623,0.0004953043770018978,0.0005975790172080891,0.00026826572421276214,-0.0009035692281860379,0.00013881665655338118,-0.0008649138086906051,0.002258402360319408
nominal__v_25,-1.8686508688058168,172.90361778707953,371.9495865820426,0.8532651611914487,646.838526697816,85.180111172966,9.590697197889474,15.940881200179982,0.05244251270203533,-0.21606798168840846,-0.30773349521879034,-2.076479612019059,1.4322609484710782,-1.6412547313128651,-2.2389279254748717,-0.0516511529981223,-0.12975004469067242,-1.6322296596855768,23.13282897171488,0.13376147104905414,0.7533990950483976,-0.6515519726495222,-0.5509976382493499,-0.2692070524752462,-0.03461343151890255,0.22482246483784615,-0.032106927723969135,-0.08898471079448209,-0.8115169513159678,0.8097178461497293,-0.33997462645876,-0.01529287177840793,-0.10755520015576349,-0.2071875890602387,0.13269432066582326,0.09769513504495367,-0.150731227065915,0.10158032334711078,0.00961820858090515,-0.030653302897620725,0.11129071671453324,-0.041322088440193395,-0.3397318629150036,0.04147575264372811
nominal__v_3,0.3694973877477615,199.53114201303805,135.29598638427674,0.200470352068982,85.180111172966,435.98301988219373,-28.802981404641145,-15.572753121917216,-0.14975956311332866,-0.14187083555724112,-0.20520639439046462,-0.5300330891660229,-4.471138964932113,0.2917349780351442,1.147440962079148,-0.0846946186902456,-0.09090688801781904,-0.9612354904102675,1.0382231200743286,-0.1695276137348399,-4.440573732596939,1.024696034337742,-0.17338939807561204,-0.09014039779694635,-0.00898107177268987,0.40663390271695943,0.08668098893818152,0.01974381881752622,-0.20933154017983785,0.8495625840540689,-0.08055199049203074,-0.02522336817224914,0.12582555524309266,0.2570872774566825,0.03426780002545533,0.08588236677839496,0.0699003991209349,0.14155717442476903,0.04033575077462065,0.001479378434450311,0.1337382947138408,0.0023387790213430424,-0.11400582980682322,-0.0968136825093773
nominal__v_32,-1.2955278930382577,-11.590031248399159,8.35428512883561,0.7807489370421608,9.590697197889474,-28.802981404641145,431.2639721325755,-65.44495671328305,-0.047845909533323086,-2.3416320885200577,1.395932585420826,-6.197377183545934,7.557553404026434,-8.13851749398084,-12.87070334511551,-0.07171763741611678,0.9271041442549087,-13.06582654577121,38.824599149633684,-1.8529276164130954,6.996106756825988,-9.570821166948415,-0.5769683930126535,-1.7415091439987673,-0.05138056452025995,0.3776958147635883,-0.5215409046667705,-0.05435172378464251,1.6060652630500516,-1.2291378515444886,-0.7188875529721126,-0.28278702171180814,-0.31301821481627856,-0.012819241720312036,-0.07661872209794965,-0.05277792007467746,0.10667543747519455,0.11095124790455538,-0.03596963604867189,-0.13940542663456434,-0.19594283079760255,0.0019246672082080247,0.424790784749291,1.3701761351023656
nominal__v_4,-0.7202183158003479,-7.73087988443555,24.0895928440507,0.043855951703038326,15.940881200179982,-15.572753121917216,-65.44495671328305,460.1429145036063,-0.05400333846239798,5.818808598719409,-0.7883547476587093,4.090019026217329,-2.3312819198220573,6.013709249385865,5.369724614050066,-1.0412569844455197,-0.4213338927904229,3.599551371530734,-5.889093158745312,4.9817936253775805,-3.32067242830947,8.168354071718904,-0.3028716175643166,0.6688488043836603,0.013188903279179305,-0.04011660174031106,0.06777911902938406,-0.03613259558118176,-1.4340925752689766,0.44520583323289814,0.00703395671378752,0.19686347136710763,-0.08831296146138078,-0.06281846821215784,0.09993106059638093,-0.004191488028555841,0.10908084629513848,0.1455332315846775,-0.0003505369468010951,0.1290202934088241,0.11447682512705261,0.030506353302677945,-0.18060545394139862,-0.7208427187290514
ordinal__v_0,-0.005433025525654768,-0.027621918389409687,0.09388506175177658,-0.0008332339616810143,0.05244251270203533,-0.14975956311332866,-0.047845909533323086,-0.05400333846239798,0.018101582698151864,-0.0022152970277142152,-0.0008077267995887412,0.0051592486525310404,0.025298641042171596,-0.003947445893463848,0.01897817883538972,0.009617688026576806,-0.0004421241429327864,0.021638788401298292,-0.005613701257141803,-0.0004553028433471034,0.016740137921476585,-0.000700384159117065,0.0007567124754041873,0.0011739671352969795,-0.00023806684619457602,-0.0001813134105392542,-0.0002797285442786341,-0.0002465692335586653,0.0007834949956010635,-0.0025902523104706274,0.0006165747931614018,0.0005839400814370439,-0.0001173936769627839,-0.001088903494907699,-7.764254179594326e-05,-0.0005821537392708423,0.0001375698194744704,0.0018245720152906056,0.0017407119844520494,-1.5957379183332224e-05,0.00010251240489154406,0.0004370530761834868,-0.0018120121284236927,-0.0004828913190129052
ordinal__v_10,-0.021535059275456063,-0.006898411987856864,-0.5701482029885458,-0.012297002844686242,-0.21606798168840846,-0.14187083555724112,-2.3416320885200577,5.818808598719409,-0.0022152970277142152,1.0171618563347378,-0.000996692358755667,0.32385040814647714,0.2142582485379615,1.1531998416005216,1.0689879459528753,-0.033533628323662835,-0.00039025958001181956,0.8727275509872248,-0.762597827937613,0.8337666362493742,0.444941834105244,1.3583960331261513,0.03187693814576959,0.06612030325465026,0.0019532109372160395,-0.028263210956346325,0.03471779832379676,-0.00135251726994294,-0.09749793870246347,0.0755286199923861,0.03166707421860206,0.039994668183802394,0.011869029103580838,-0.00863292594889586,-0.00017393050417810645,-3.1246273563035924e-05,-0.003519183820397058,-0.0018208485559966735,-0.0018084838200587874,0.0024152509983766594,-0.004332193580977531,0.004372656358675884,0.028421177825673275,-0.011522541635659526
