,nominal__v_12,nominal__v_18,nominal__v_20,nominal__v_21,nominal__v_25,nominal__v_3,nominal__v_32,nominal__v_4,ordinal__v_0,ordinal__v_10,ordinal__v_13,ordinal__v_15,ordinal__v_17,ordinal__v_19,ordinal__v_22,ordinal__v_23,ordinal__v_24,ordinal__v_29,ordinal__v_31,ordinal__v_33,ordinal__v_5,ordinal__v_6,binary__v_1,binary__v_11,binary__v_14,binary__v_26,binary__v_27,binary__v_28,binary__v_30,binary__v_9,bin_literal,ord_norm,binary_sum,ratio__v_16,ratio__v_2,ratio__v_34,ratio__v_35,ratio__v_36,ratio__v_37,ratio__v_38,ratio__v_39,ratio__v_40,ratio__v_7,ratio__v_8
binary__v_1,0.08391396411951563,-0.24770653152728014,-0.8575498472686564,-0.03003161222339296,-1.2442779876993244,-0.011978667578650142,-1.2512780354452184,-0.4357384679786049,0.06543213920481991,0.06493913508867971,-0.008982890314356815,0.1279359561004265,0.009134733361388618,0.07847454088991682,0.14171730877491806,0.07767562994045049,0.013381897199758875,0.1585094287037211,-0.8390269386776152,0.035498517101357825,0.08407191419951789,0.09844842499619688,0.080679457384569,0.024939457095872718,0.01429878492251278,0.01187346005611804,-0.010325604790578804,0.0022737594117705935,0.0057389454375467224,0.01866892219751047,0.049126546235976454,0.0032574463529495812,0.021163883102188693,0.004592750470927559,0.0043474199348443356,0.0022483597064626823,-0.0009388019570358126,-0.0003167855840634238,0.0035337853413941337,0.001790366429863447,0.0007712984816894999,0.005320197290476024,0.006697484639297939,-0.0014425320795039458
binary__v_11,-0.29145592776379253,-0.28201806349315617,-0.6862935139978746,-0.44639093782929523,-0.9638746792419736,-0.09249420664645042,-2.6282592124592337,-0.240597945149961,-0.31657956742219784,-0.3225253192035106,-0.4026831804539411,-0.1377871554661832,-0.44817974330474913,-0.24368865901770018,-0.19370425971101524,-0.2924399928492191,-0.3609829713713401,-0.1770709226394377,-1.4513531797099926,-0.36623113343200786,-0.39853234118105535,-0.20782927178628485,0.024939457095872718,0.24886298149791053,-0.0586240466088759,-0.06637220589361988,0.06431496855988388,-0.006271645267993257,-0.06734808200301802,-0.03346959419321102,0.06471695665711345,-0.01458447478763151,0.015147404740992784,-0.014723669336032993,-0.0222565542343391,-0.016842772832314813,-0.0023244926671864073,-0.007341464870068176,-0.00696672532666338,-0.004018701263724551,-0.0039017415662672343,-0.018511794980716843,-0.02527951489288312,-0.025039078071199112
binary__v_14,0.5655577497693176,0.36909560948744313,0.4757565364684253,0.5639488935721838,0.29489779602731925,0.512564734549484,0.6818203205415062,0.6467765692021222,0.6088661210680463,0.5996854461631715,0.6090068604187668,0.6254553903448936,0.6030447306853974,0.5827612616463895,0.6388123042279547,0.593125590577846,0.5955938728693357,0.6288543705814219,0.5718350162835714,0.6001976041554461,0.6123054909999001,0.5872082920183287,0.01429878492251278,-0.0586240466088759,0.14721523460444688,0.10840295813573349,-0.10674184516783752,0.0108989719087587,0.07699080947056412,0.09164754980285404,0.01552521811632936,0.028828964583185845,0.04058405958116555,0.035814331990067234,0.043633693150668465,0.031461155291484987,0.008839994433831188,0.013356089481472306,0.01169796783549235,0.008707222949621613,0.008601491906675295,0.04038115440213161,0.03482035766633515,0.027078005872374914
binary__v_26,0.5850419608683499,0.7595554246553136,0.5752577306709639,0.5300974710221323,0.6221514855080115,0.5433473730320081,1.2405062702573038,0.4313962287405853,0.5618637582014699,0.5161499792916056,0.5819570070430719,0.5424086249071457,0.6125204863196909,0.45933618217168315,0.3950084443610433,0.536911184864331,0.5642008086821996,0.42413357857697226,0.7317128367612307,0.5512110107583732,0.5771188489686336,0.4203197364870795,0.01187346005611804,-0.06637220589361988,0.10840295813573349,0.19341216309997428,-0.13353575834359477,0.012811861190471665,0.07815392165898125,0.07383250185154176,0.011955187071047629,0.022913776240528035,0.0397969859650866,0.03543256720976076,0.037668767958943514,0.027668849745891903,0.005176909667393759,0.012699370456793427,0.008118045502902151,0.00877650035920458,0.008044062421560201,0.03617373584814077,0.03263548539392022,0.029844272047221808
binary__v_27,-0.5560163435306005,-0.4154205080829361,-0.5549404647563133,-0.5482744994731318,-0.4431901585718868,-0.28219787397526735,-1.0955200332888801,-0.5943132696943488,-0.5613485466927074,-0.492826387601168,-0.5420672556437347,-0.5372406870523138,-0.5171630527836413,-0.3303867361906106,-0.20663423647097895,-0.5476018236710802,-0.5185174261409897,-0.2331674903758714,-0.8191158598535854,-0.4932411106583271,-0.4871719690517771,-0.29156182926734514,-0.010325604790578804,0.06431496855988388,-0.10674184516783752,-0.13353575834359477,0.19638018112349434,-0.013345671390549155,-0.08523308324107978,-0.06593194433494967,-0.005790470398514496,-0.01709531389204647,-0.0220598225121732,-0.03181885282818955,-0.03834019613733657,-0.028046622169220548,-0.005902730795334833,-0.011513505263094612,-0.009219673805580494,-0.006166435733921904,-0.008192277622987569,-0.036386450944583655,-0.03039366014964656,-0.028587796279003402
binary__v_28,0.48959528137321756,0.09688086066970854,-0.3411831377047108,0.0562434141201266,-0.1780374994031762,0.10783479587519908,0.10235956322500138,-0.061241049032812626,0.04933719260804719,0.06431552374469958,0.07151266210008642,0.05695585503458244,0.058082741413789184,0.05938506619468548,0.06892619484100074,0.054460576881438176,0.0631171573205003,0.05846373699340766,0.0390807083269949,0.07861042237350363,0.05111184087070751,0.06390704651671494,0.0022737594117705935,-0.006271645267993257,0.0108989719087587,0.012811861190471665,-0.013345671390549155,0.03892317463560432,0.004899505996551192,0.006140899243949307,0.0019932550052469324,0.0029760570141382364,0.008047265104080494,0.0035594952402256846,0.004059530905020755,0.0033436236838881254,0.0010466076926179727,0.001096171736505917,0.0005756416763780575,0.002059385657587206,-0.0001738510198177111,0.0035758958263902075,0.0034186585415032435,0.0016993513220616
binary__v_30,0.3493261721894618,0.08368883667684225,-0.43487487799813573,0.36222339304530965,-0.3032300097379415,0.0378319588807917,1.871803107036306,-0.872824091911956,0.41313106470013006,0.30330190617154495,0.4445267660151392,0.3551239672174465,0.38523885716316114,0.15979440395913388,-0.013265585980917217,0.39190079735643174,0.42561411768363494,0.042272604627354396,0.9104331440893372,0.31587434391034414,0.3341729578359338,0.11377735534382022,0.0057389454375467224,-0.06734808200301802,0.07699080947056412,0.07815392165898125,-0.08523308324107978,0.004899505996551192,0.2486783825467661,0.027317036068136794,3.4650064071518424e-06,0.007576541465939325,0.04131391941920685,0.02331066546678752,0.02845010247683568,0.021068646875191645,0.00651104147928963,0.006166949855592596,0.007120993058399616,0.007082862814202218,0.0068479430600411175,0.027077354852085282,0.023783016588619428,0.025533481715728383
binary__v_9,0.4189308028749697,1.132990913845311,1.5660254929763548,0.43321917808219124,0.7658116635446758,1.161244130308537,-0.586680588851222,0.9293757724008743,0.44510596257387924,0.4691704484005691,0.3628889208428598,0.5252670161370043,0.3591605772145488,0.6160677703000542,0.8109040518498198,0.4347902123137782,0.3791394579841665,0.7561892003228968,-0.04390776270512681,0.4449593937825964,0.4548280814700404,0.6528379382212551,0.01866892219751047,-0.03346959419321102,0.09164754980285404,0.07383250185154176,-0.06593194433494967,0.006140899243949307,0.027317036068136794,0.2342760556561678,0.016265207083609606,0.028924063889281607,0.050354489470285514,0.030649402754456597,0.031214621618723994,0.02323918046578527,0.004723705687002968,0.011429649622097181,0.007722983352907941,0.00749707896348572,0.007678048057486823,0.030752172715775402,0.029009000435416266,0.015505953339307103
bin_literal,0.07127121929972197,-0.10755732484610325,-0.5269365216486913,-0.03485764168681172,-0.8065205030514366,0.06687605897421292,-1.1447200938867594,-0.19368370698686577,0.05319876861749681,0.04905626691422245,-0.003609987478731794,0.13104293252886842,-0.004673857659888186,0.07441768352031407,0.12514460985976444,0.062166817535418854,0.01580739787467853,0.13755056617856332,-0.6858649853449715,0.02578799231476165,0.0451492473947299,0.09262600915454045,0.049126546235976454,0.06471695665711345,0.01552521811632936,0.011955187071047629,-0.005790470398514496,0.0019932550052469324,3.4650064071518424e-06,0.016265207083609606,0.04351409612176027,0.0027133839098857507,0.021970766396745164,0.004688214956213169,0.003641804431061368,0.0020144672079169465,0.0002803394839755262,0.0002204810919446124,0.0018085801855088548,0.001457231465216386,0.0008161089972083259,0.004609121360872001,0.0028349359956570943,-0.002346951412685183
ord_norm,0.13914764893617793,0.1850107449380203,0.3024632688900559,0.14355122524823347,0.23361627272571295,0.1795837763568386,0.39845054004894376,0.9744958915065632,0.15275050364466486,0.3866442811388258,0.27960487753524804,0.17314931479151943,0.535983979976656,0.5186030549737372,0.802465116871107,0.14728037097766444,0.24440831993614975,0.7676527729570303,0.15413601322313933,0.4046239346625714,0.5513416999428924,0.5066980109725884,0.0032574463529495812,-0.01458447478763151,0.028828964583185845,0.022913776240528035,-0.01709531389204647,0.0029760570141382364,0.007576541465939325,0.028924063889281607,0.0027133839098857507,0.02943838487818641,0.008971008695192097,0.009676395261250983,0.010396638710201469,0.00749514109463278,0.0022089732601150874,0.003199869531539853,0.002781669170035031,0.0022950301509833382,0.002180548902107006,0.010134763713818776,0.008604439262211237,0.007317326711378015
